Student,LPIPS,SSIM
112598084.jpg,0.2694837152957916,0.7915604605163319
112318067.jpg,0.2759460210800171,0.8216007090542522
112598053.jpg,0.355476438999176,0.8089374263684727
112318080.jpg,0.38642412424087524,0.7932212537913873
111598079.jpg,0.3928563594818115,0.7330124718217385
112598016.jpg,0.41106900572776794,0.7432571689922024
110598039.jpg,0.42911458015441895,0.742379662164395
